date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:35	67/67	---M--	200	added ('OK')	text/plain	date:Wed,%2017%20Aug%202016%2011:46:34%20GMT	http://dance-studio.cmsmasters.net/robots.txt		(from )
14:46:37	138041/138041	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2011:46:35%20GMT	http://dance-studio.cmsmasters.net/	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/index.html	(from )
14:46:38	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Wed,%2017%20Aug%202016%2011:46:37%20GMT	http://dance-studio.cmsmasters.net/xmlrpc.php	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/xmlrpc.php	(from http://dance-studio.cmsmasters.net/)
14:46:38	15709/15709	---M-Z	200	added ('OK')	text/css	etag:%223d5d-534100ceb5a67-gzip%22	http://dance-studio.cmsmasters.net/wp-content/plugins/LayerSlider/static/css/layerslider.css?ver=5.6.8	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/plugins/LayerSlider/static/css/layerslider76f9.css	(from http://dance-studio.cmsmasters.net/)
14:46:39	1099/1099	---M-Z	200	added ('OK')	text/css	etag:%2244b-531da7d278fce-gzip%22	http://dance-studio.cmsmasters.net/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.4.2	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/plugins/contact-form-7/includes/css/stylesc1f9.css	(from http://dance-studio.cmsmasters.net/)
14:46:39	24787/24787	---M-Z	200	added ('OK')	application/rss+xml	etag:%224e8c854eed8c9b9bd1ca62d61d648e46-gzip%22	http://dance-studio.cmsmasters.net/feed/	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/feed/index.html	(from http://dance-studio.cmsmasters.net/)
14:46:39	7870/7870	---M-Z	200	added ('OK')	text/css	etag:%221ebe-5380bda3a0bcf-gzip%22	http://dance-studio.cmsmasters.net/wp-content/plugins/instagram-feed/css/sb-instagram.min.css?ver=1.4.6.2	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/plugins/instagram-feed/css/sb-instagram.min9d8e.css	(from http://dance-studio.cmsmasters.net/)
14:46:40	36724/36724	---M-Z	200	added ('OK')	text/css	etag:%228f74-5356500168c40-gzip%22	http://dance-studio.cmsmasters.net/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.2.6	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/plugins/revslider/public/assets/css/settings5223.css	(from http://dance-studio.cmsmasters.net/)
14:46:40	6562/6562	---M-Z	200	added ('OK')	application/rss+xml	etag:%22136f0d3780ca791a9dc94195f6349e72-gzip%22	http://dance-studio.cmsmasters.net/comments/feed/	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/comments/feed/index.html	(from http://dance-studio.cmsmasters.net/)
14:46:42	53853/53853	---M-Z	200	added ('OK')	text/css	etag:%22d25d-534db91229c40-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/adaptive.css?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/adaptive8a54.css	(from http://dance-studio.cmsmasters.net/)
14:46:42	286738/286738	---M-Z	200	added ('OK')	text/css	etag:%2246012-5380ce556fe80-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/style.css?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/style8a54.css	(from http://dance-studio.cmsmasters.net/)
14:46:42	743/743	---M-Z	200	added ('OK')	application/rss+xml	etag:%22136f0d3780ca791a9dc94195f6349e72-gzip%22	http://dance-studio.cmsmasters.net/home/feed/	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/home/feed/index.html	(from http://dance-studio.cmsmasters.net/)
14:46:42	15967/15967	---MC-	200	added ('OK')	text/calendar	date:Wed,%2017%20Aug%202016%2011:46:39%20GMT	http://dance-studio.cmsmasters.net/events/?ical=1	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/events/indexedf3.html	(from http://dance-studio.cmsmasters.net/)
14:46:42	764/764	---M-Z	200	added ('OK')	text/css	etag:%222fc-53664f58029c0-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/retina.css?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/retina8a54.css	(from http://dance-studio.cmsmasters.net/)
14:46:42	62611/62611	---M-Z	200	added ('OK')	text/css	etag:%22f493-52932cadae500-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/fontello.css?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/fontello8a54.css	(from http://dance-studio.cmsmasters.net/)
14:46:43	2593/2593	---M-Z	200	added ('OK')	text/css	etag:%22a21-52946831208c0-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/fontello-custom.css?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/fontello-custom8a54.css	(from http://dance-studio.cmsmasters.net/)
14:46:43	64561/64561	---M-Z	200	added ('OK')	text/css	etag:%22fc31-527a247e61700-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/animate.css?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/animate8a54.css	(from http://dance-studio.cmsmasters.net/)
14:46:43	1749/1749	---M-Z	200	added ('OK')	text/css	etag:%226d5-527a247e61700-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/jquery.isotope.css?ver=1.5.26	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/jquery.isotope57bd.css	(from http://dance-studio.cmsmasters.net/)
14:46:43	57623/57623	---M-Z	200	added ('OK')	text/css	etag:%22e117-530877d08cc00-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/cmsmasters-woo-style.css?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/cmsmasters-woo-style8a54.css	(from http://dance-studio.cmsmasters.net/)
14:46:44	15721/15721	---M-Z	200	added ('OK')	text/css	etag:%223d69-5308828dfe2c0-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/cmsmasters-woo-adaptive.css?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/cmsmasters-woo-adaptive8a54.css	(from http://dance-studio.cmsmasters.net/)
14:46:44	126254/126254	---M-Z	200	added ('OK')	text/css	etag:%221ed2e-53565a99a8b40-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/cmsmasters-events-style.css?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/cmsmasters-events-style8a54.css	(from http://dance-studio.cmsmasters.net/)
14:46:45	16129/16129	---M-Z	200	added ('OK')	text/css	etag:%223f01-52ffa6be43280-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/cmsmasters-events-adaptive.css?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/cmsmasters-events-adaptive8a54.css	(from http://dance-studio.cmsmasters.net/)
14:46:45	18959/18959	---M-Z	200	added ('OK')	text/css	etag:%224a0f-530d6036a8380-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/cmsmasters-timetable-style.css?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/cmsmasters-timetable-style8a54.css	(from http://dance-studio.cmsmasters.net/)
14:46:46	1487/1487	---M-Z	200	added ('OK')	text/css	etag:%225cf-52932cadae500-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/cmsmasters-timetable-adaptive.css?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/cmsmasters-timetable-adaptive8a54.css	(from http://dance-studio.cmsmasters.net/)
14:46:46	8483/8483	---M-Z	200	added ('OK')	text/css	etag:%222123-527a247e61700-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/ilightbox.css?ver=2.2.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/ilightbox3601.css	(from http://dance-studio.cmsmasters.net/)
14:46:46	8079/8079	---M-Z	200	added ('OK')	text/css	etag:%221f8f-527a247e61700-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/ilightbox-skins/dark-skin.css?ver=2.2.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/css/ilightbox-skins/dark-skin3601.css	(from http://dance-studio.cmsmasters.net/)
14:46:48	705002/705002	---M-Z	200	added ('OK')	text/css	etag:%22ac1ea-5391350f5f970-gzip%22	http://dance-studio.cmsmasters.net/wp-content/uploads/cmsmasters_styles/dance-studio.css?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/cmsmasters_styles/dance-studio8a54.css	(from http://dance-studio.cmsmasters.net/)
14:46:49	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-53654b3aeec56-gzip%22	http://dance-studio.cmsmasters.net/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://dance-studio.cmsmasters.net/)
14:46:50	21096/21096	---M-Z	200	added ('OK')	application/javascript	etag:%225268-534100db73ae8-gzip%22	http://dance-studio.cmsmasters.net/wp-content/plugins/LayerSlider/static/js/layerslider.transitions.js?ver=5.6.8	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/plugins/LayerSlider/static/js/layerslider.transitions76f9.js	(from http://dance-studio.cmsmasters.net/)
14:46:50	59709/59709	---M-Z	200	added ('OK')	application/javascript	etag:%22e93d-534100da0efc2-gzip%22	http://dance-studio.cmsmasters.net/wp-content/plugins/LayerSlider/static/js/greensock.js?ver=1.11.8	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/plugins/LayerSlider/static/js/greensockcd11.js	(from http://dance-studio.cmsmasters.net/)
14:46:52	97184/97184	---M-Z	200	added ('OK')	application/javascript	etag:%2217ba0-53654b3aee86e-gzip%22	http://dance-studio.cmsmasters.net/wp-includes/js/jquery/jquery.js?ver=1.12.4	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-includes/js/jquery/jqueryb8ff.js	(from http://dance-studio.cmsmasters.net/)
14:46:52	54687/54687	---M-Z	200	added ('OK')	application/javascript	etag:%22d59f-534100daa32e6-gzip%22	http://dance-studio.cmsmasters.net/wp-content/plugins/LayerSlider/static/js/layerslider.kreaturamedia.jquery.js?ver=5.6.8	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/plugins/LayerSlider/static/js/layerslider.kreaturamedia.jquery76f9.js	(from http://dance-studio.cmsmasters.net/)
14:46:53	56422/56422	---M-Z	200	added ('OK')	application/javascript	etag:%22dc66-5377fe6234a40-gzip%22	http://dance-studio.cmsmasters.net/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.2.6	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min5223.js	(from http://dance-studio.cmsmasters.net/)
14:46:53	998/998	---M-Z	200	added ('OK')	application/javascript	etag:%223e6-52f2b711739c0-gzip%22	http://dance-studio.cmsmasters.net/wp-content/plugins/events-calendar-pro/src/resources/js/widget-this-week.min.js?ver=4.2.2.1	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/plugins/events-calendar-pro/src/resources/js/widget-this-week.minf079.js	(from http://dance-studio.cmsmasters.net/)
14:46:54	20620/20620	---M-Z	200	added ('OK')	application/javascript	etag:%22508c-530c417c40980-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/js/jsLibraries.min.js?ver=1.0.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/js/jsLibraries.min8a54.js	(from http://dance-studio.cmsmasters.net/)
14:46:54	896/896	---M-Z	200	added ('OK')	text/xml	date:Wed,%2017%20Aug%202016%2011:46:54%20GMT	http://dance-studio.cmsmasters.net/xmlrpc.php?rsd	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/xmlrpc0db0.php	(from http://dance-studio.cmsmasters.net/)
14:46:55	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-527a42e1b4875-gzip%22	http://dance-studio.cmsmasters.net/wp-includes/wlwmanifest.xml	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-includes/wlwmanifest.xml	(from http://dance-studio.cmsmasters.net/)
14:46:55	107147/107147	---M-Z	200	added ('OK')	application/javascript	etag:%221a28b-5377fe6234a40-gzip%22	http://dance-studio.cmsmasters.net/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.2.6	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min5223.js	(from http://dance-studio.cmsmasters.net/)
14:46:55	80612/80612	---M-Z	200	added ('OK')	application/javascript	etag:%2213ae4-527a27143b080-gzip%22	http://dance-studio.cmsmasters.net/wp-content/themes/dance-studio/js/jquery.iLightBox.min.js?ver=2.2.0	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/themes/dance-studio/js/jquery.iLightBox.min3601.js	(from http://dance-studio.cmsmasters.net/)
14:46:56	2229/2229	---M--	200	added ('OK')	application/json	date:Wed,%2017%20Aug%202016%2011:46:55%20GMT	http://dance-studio.cmsmasters.net/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdance-studio.cmsmasters.net%2F	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-json/oembed/1.0/embed5732.json	(from http://dance-studio.cmsmasters.net/)
14:46:57	939/939	---M--	200	added ('OK')	image/png	etag:%223ab-531a0aaa949e5%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2016/04/cropped-favicon-512-1-32x32.png	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2016/04/cropped-favicon-512-1-32x32.png	(from http://dance-studio.cmsmasters.net/)
14:46:58	2328/2328	---M-Z	200	added ('OK')	text/xml	date:Wed,%2017%20Aug%202016%2011:46:56%20GMT	http://dance-studio.cmsmasters.net/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdance-studio.cmsmasters.net%2F&format=xml	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-json/oembed/1.0/embed1fc5	(from http://dance-studio.cmsmasters.net/)
14:46:59	9278/9278	---M--	200	added ('OK')	image/png	etag:%22243e-531a0aaa8ada4%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2016/04/cropped-favicon-512-1-192x192.png	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2016/04/cropped-favicon-512-1-192x192.png	(from http://dance-studio.cmsmasters.net/)
14:46:59	4022/4022	---M--	200	added ('OK')	image/png	etag:%22fb6-52e506c8245d2%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2016/03/logo1.png	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2016/03/logo1.png	(from http://dance-studio.cmsmasters.net/)
14:46:59	69041/69041	---MC-	200	added ('OK')	application/json	date:Wed,%2017%20Aug%202016%2011:46:54%20GMT	http://dance-studio.cmsmasters.net/wp-json/	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-json/index.html	(from http://dance-studio.cmsmasters.net/)
14:47:00	8301/8301	---M--	200	added ('OK')	image/png	etag:%22206d-52e51f01eb62f%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2016/03/logo-retina1.png	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2016/03/logo-retina1.png	(from http://dance-studio.cmsmasters.net/)
14:47:00	22330/22330	---M--	200	added ('OK')	image/png	etag:%22573a-531a0aaa92aa4%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2016/04/cropped-favicon-512-1-180x180.png	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2016/04/cropped-favicon-512-1-180x180.png	(from http://dance-studio.cmsmasters.net/)
14:47:01	83250/83250	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2011:47:00%20GMT	http://dance-studio.cmsmasters.net/about/	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/about/index.html	(from http://dance-studio.cmsmasters.net/)
14:47:04	110261/110261	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2011:47:01%20GMT	http://dance-studio.cmsmasters.net/standard/	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/standard/index.html	(from http://dance-studio.cmsmasters.net/)
14:47:04	55558/55558	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2011:47:00%20GMT	http://dance-studio.cmsmasters.net/registration/	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/registration/index.html	(from http://dance-studio.cmsmasters.net/)
14:47:07	80874/80874	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2011:47:04%20GMT	http://dance-studio.cmsmasters.net/timeline/	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/timeline/index.html	(from http://dance-studio.cmsmasters.net/)
14:47:17	122699/122699	---M--	200	added ('OK')	image/jpeg	etag:%221df4b-52d9eb5ddb89c%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/04/heading-image-1.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/04/heading-image-1.jpg	(from http://dance-studio.cmsmasters.net/)
14:47:25	131889/131889	---M--	200	added ('OK')	image/jpeg	etag:%2220331-52eb8a90f7b20%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2016/03/2015-03-04-ballet-poster.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2016/03/2015-03-04-ballet-poster.jpg	(from http://dance-studio.cmsmasters.net/)
14:47:33	214884/214884	---M--	200	added ('OK')	image/jpeg	etag:%2234764-52e52e0996f23%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/04/backgr.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/04/backgr.jpg	(from http://dance-studio.cmsmasters.net/)
14:47:35	9012/9012	---M--	200	added ('OK')	image/png	etag:%222334-52eb8e94ccdc2%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2016/03/bg-hover.png	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2016/03/bg-hover.png	(from http://dance-studio.cmsmasters.net/)
14:47:42	41795/41795	---M--	200	added ('OK')	image/jpeg	etag:%22a343-52e5260e0369f%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/04/1.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/04/1.jpg	(from http://dance-studio.cmsmasters.net/)
14:47:52	61035/61035	---M--	200	added ('OK')	image/jpeg	etag:%22ee6b-52e5260f3ca71%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/04/2.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/04/2.jpg	(from http://dance-studio.cmsmasters.net/)
14:47:54	73400/73400	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2011:47:53%20GMT	http://dance-studio.cmsmasters.net/columns/	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/columns/index.html	(from http://dance-studio.cmsmasters.net/)
14:48:02	46504/46504	---M--	200	added ('OK')	image/jpeg	etag:%22b5a8-52e52610a2920%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/04/3.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/04/3.jpg	(from http://dance-studio.cmsmasters.net/)
14:48:07	23684/23684	---M--	200	added ('OK')	image/jpeg	etag:%225c84-530d5c6e16766%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/05/Depositphotos_14921931_original-400x400.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/05/Depositphotos_14921931_original-400x400.jpg	(from http://dance-studio.cmsmasters.net/)
14:48:13	33468/33468	---M--	200	added ('OK')	image/jpeg	etag:%2282bc-530d5c712c463%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_69249183_original-400x400.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_69249183_original-400x400.jpg	(from http://dance-studio.cmsmasters.net/)
14:48:17	22136/22136	---M--	200	added ('OK')	image/jpeg	etag:%225678-530d5c74634a2%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_12337765_original-400x400.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_12337765_original-400x400.jpg	(from http://dance-studio.cmsmasters.net/)
14:48:19	57030/57030	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Aug%202016%2011:48:17%20GMT	http://dance-studio.cmsmasters.net/gallery-2/	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/gallery-2/index.html	(from http://dance-studio.cmsmasters.net/)
14:48:23	23147/23147	---M--	200	added ('OK')	image/jpeg	etag:%225a6b-530d5c7790c89%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_14922093_original-400x400.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_14922093_original-400x400.jpg	(from http://dance-studio.cmsmasters.net/)
14:48:30	31143/31143	---M--	200	added ('OK')	image/jpeg	etag:%2279a7-530d5c7a9d12d%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_14924761_original-400x400.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_14924761_original-400x400.jpg	(from http://dance-studio.cmsmasters.net/)
14:48:34	17945/17945	---M--	200	added ('OK')	image/jpeg	etag:%224619-530d5c7ddca25%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_14969119_original-400x400.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_14969119_original-400x400.jpg	(from http://dance-studio.cmsmasters.net/)
14:48:39	15094/15094	---M--	200	added ('OK')	image/jpeg	etag:%223af6-530d5ccd393a1%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_15547985_original-300x300.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_15547985_original-300x300.jpg	(from http://dance-studio.cmsmasters.net/)
14:48:41	7944/7944	---M--	200	added ('OK')	image/jpeg	etag:%221f08-530d5c8cbffe8%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_14803721_original-1-300x300.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/04/Depositphotos_14803721_original-1-300x300.jpg	(from http://dance-studio.cmsmasters.net/)
14:48:47	30175/30175	---M--	200	added ('OK')	image/jpeg	etag:%2275df-530d5ca2b95b8%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/07/Depositphotos_5439336_original-300x300.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/07/Depositphotos_5439336_original-300x300.jpg	(from http://dance-studio.cmsmasters.net/)
14:48:48	4782/4782	---M--	200	added ('OK')	image/png	etag:%2212ae-52e530962dd15%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/04/play.png	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/04/play.png	(from http://dance-studio.cmsmasters.net/)
14:48:55	41553/41553	---M--	200	added ('OK')	image/jpeg	etag:%22a251-530d5bd6b8dcd%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2016/01/Depositphotos_35776297_original-560x350.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2016/01/Depositphotos_35776297_original-560x350.jpg	(from http://dance-studio.cmsmasters.net/)
14:49:00	27212/27212	---M--	200	added ('OK')	image/jpeg	etag:%226a4c-530d5bdf57f0c%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/07/Depositphotos_80169054_original-1-560x350.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/07/Depositphotos_80169054_original-1-560x350.jpg	(from http://dance-studio.cmsmasters.net/)
14:49:09	50707/50707	---M--	200	added ('OK')	image/jpeg	etag:%22c613-530d5bedbf463%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/07/Depositphotos_5439336_original-1-560x350.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/07/Depositphotos_5439336_original-1-560x350.jpg	(from http://dance-studio.cmsmasters.net/)
14:49:13	19508/19508	---M--	200	added ('OK')	image/jpeg	etag:%224c34-530d5bfbf123e%22	http://dance-studio.cmsmasters.net/wp-content/uploads/2015/07/Depositphotos_90268892_original1-1-560x350.jpg	/Users/chencha/Documents/dev/Clients/balasi/balasi/dance-studio.cmsmasters.net/wp-content/uploads/2015/07/Depositphotos_90268892_original1-1-560x350.jpg	(from http://dance-studio.cmsmasters.net/)
